OBJECTID,STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,STATUS,DATE,LATDD,LONGDD,x,y
324239,31,C002820815,1,4,1,00208,0,02,55,0,W BR PAPILLION CREEK,NA,RAINWOOD ROAD,194TH & RAINWOOD RD,99.99,0,0,0000000000,0,41.21,96.130588,30,3,2,2,9,1999,2,0,270,2005,0,6.4,0,35,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,7.3,3.7,13.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,33,0,22,6,N,N,5,7,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,10,0,1,Y,8,459,2033,NA,N,31,G,7,87.68,AM,1202,41.349908,-96.219375,-96.2193749995774,41.3499079997409
324240,31,C002821015,1,4,1,00210,0,02,55,0,STREAM,NA,STATE ST,207TH &AMP; STATE ST,99.99,0,0,0000000000,0,41.200708,96.14096,30,3,2,2,9,2014,2,0,106,2005,A,7.6,0,24,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,11.3,4,8.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,7,3,45,3,35,7,N,N,5,7,8,34,1,7,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,5,112,2033,NA,N,31,G,7,62.32,AM,1202,41.335286,-96.235983,-96.235983000448,41.3352860002142
324241,31,C002821020,1,4,1,00210,0,02,55,0,W BR PAPILLION CREEK,NA,STATE STREET,183RD & STATE ST,99.99,0,0,0000000000,0,41.2006,96.120612,30,3,2,2,9,1983,2,0,584,2005,5,6.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,5,0,0,1,0,8.9,16.2,16.2,0,0,8.9,9.5,99.99,N,0,N,0,0,5,5,6,6,N,1,54,1,32,5,5,N,5,7,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,9,6,2,0,10,0,1,Y,5,992,2033,NA,N,31,F,5,153.9,AM,1202,41.335425,-96.202264,-96.20226399964,41.3354249997272
324242,31,C002821025,1,4,1,03812,0,02,55,0,BIG PAPILLION CREEK,NA,COLL 7934,138TH & STATE,99.99,0.888,0,0000000000,0,41.2006,96.074188,30,3,2,2,8,1986,2,0,3750,2011,5,6.4,0,30,0,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,9.1,25,66.8,0,0,9.2,9.8,99.99,N,0,N,0,0,6,5,6,6,N,1,69,1,42,5,4,N,5,8,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,2012,1,1,0,1,0,0,1,Y,8,6764,2033,NA,N,31,F,5,654.64,MM,603,41.335625,-96.12885,-96.1288499996139,41.3356249996999
324243,31,C002821025P,1,4,1,00P21,0,02,55,0,STREAM,NA,BONDESSON ST,.1W OF 168TH STREET,99.99,0,0,0000000000,0,41.202076,96.104332,30,3,26,26,9,2006,2,0,100,2006,5,7.6,0,35,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,7.6,3.7,9.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,7,0,33,0,22,6,N,N,5,8,8,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,110,2033,NA,N,31,G,7,69.16,ST,724,41.3391,-96.1787,-96.1787000003681,41.3390999998355
324244,31,C002821035,1,4,1,03812,0,02,55,0,THOMAS CREEK,NA,STATE ST;COLL 7934,106TH &AMP; STATE ST,99.99,1.324,0,0000000000,0,41.200852,96.043684,20,3,2,2,8,1980,2,0,1400,2011,5,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,9.1,9.1,23.2,0,0,9.1,9.8,99.99,N,0,N,0,0,5,5,5,5,N,1,59,1,35,5,5,N,5,7,5,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,2000,1,1,0,1,0,0,1,Y,5,1400,2033,NA,N,31,F,5,227.36,MM,603,41.335678,-96.076931,-96.0769309999957,41.3356780001225
324245,31,C002821410,1,4,1,00214,0,02,55,0,STREAM,NA,FORT STREET,184TH & FORT ST,99.99,0,0,0000000000,0,41.182412,96.121188,30,3,2,2,9,1999,2,0,90,2003,0,7.9,0,32,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,7.9,3,11.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,7,0,33,0,22,6,N,N,5,5,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,153,2033,NA,N,31,G,7,89.27,MM,603,41.306414,-96.2036,-96.2036000001817,41.3064140001752
324246,31,C002821413P,1,4,1,00921,4,02,55,0,STREAM,NA,NO H.W.S. CLEV BLV,1275&#39; SOUTH OF FORT S,99.99,0,0,0000000000,0,41.18108,96.105736,30,3,26,26,9,2006,2,0,50,2006,9,7.6,0,0,0,1,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,7.6,17.1,42.7,1.8,1.8,7.6,12,99.99,N,0,N,0,0,7,7,7,5,N,1,89,1,54,7,6,N,5,8,8,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,0,0,1,Y,8,56,2033,NA,N,31,G,7,512.4,ST,724,41.303,-96.1826,-96.1826000002415,41.3030000000482
324247,31,C002821415,1,4,1,00214,0,02,55,0,W BR PAPILLION CREEK,NA,FORT STREET,172ND & FORT ST,99.99,0,0,0000000000,0,41.182412,96.105988,30,3,2,2,9,1995,2,0,198,2004,5,8.5,0,10,0,1,1,1,1,5,0,0,0,A,1,5,5,4,0,0,3,0,8.5,10.4,31.4,0,0,8.5,9.2,99.99,N,0,N,0,0,7,7,7,6,N,1,64,1,38,7,6,N,5,8,8,NA,NA,NA,821,48,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,0,0,1,Y,8,336,2033,NA,N,31,G,7,288.88,AM,1202,41.306481,-96.184292,-96.1842920004353,41.3064810002469
324248,31,C002821815,1,4,1,03810,0,02,55,0,WHISPERING RIDGE CREEK,NA,BLONDO ST,179TH & BLONDO,99.99,0.343,0,0000000000,0,41.163936,96.114518,30,3,2,2,7,2021,6,0,2600,2011,A,7.6,2,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,8.2,38.1,38.7,3.4,2.4,8.2,9.2,99.99,N,0,N,0,0,7,7,8,7,N,3,64,3,49,7,2,N,5,8,8,34,1,28,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,0,0,1,Y,8,4420,2033,NA,N,31,G,7,356.04,MM,603,41.277558,-96.195892,-96.1958919995981,41.2775579998644
324249,31,C002822613,1,4,1,00226,0,02,55,0,BOXELDER CREEK TRIB,NA,F STREET,.4MI EAST OF 204TH ST,99.99,0,0,0000000000,0,41.130948,96.133576,60,3,2,2,9,2003,3,0,50,2003,5,11,0,35,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,11,4.6,9.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,7,0,33,0,22,6,N,N,5,8,8,NA,NA,NA,1022,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,55,2033,NA,N,31,G,7,100.1,ST,724,41.2193,-96.2266,-96.2266000002873,41.219299999715
324250,31,C002822615,1,4,1,00226,0,02,55,0,STREAM,NA,F ST,195TH & F ST,99.99,0,0,0000000000,0,41.130984,96.131776,30,3,2,2,9,2003,3,0,1697,2005,0,11,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,11,3.7,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,0,33,0,22,5,N,N,5,8,8,NA,NA,NA,1022,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,5,1866,2033,NA,N,31,G,7,83.6,MM,603,41.219361,-96.221614,-96.2216140001175,41.2193609997627
324251,31,C002824105,1,4,1,00241,0,02,55,0,STREAM,NA,108TH ST,1.3N 108TH &AMP; N36,99.99,0,0,0000000000,0,41.225592,96.04534,30,3,2,2,9,1998,2,0,130,2005,5,7.9,0,21,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,3,0,7.9,3,10.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,0,33,0,22,6,N,N,5,8,8,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,93,2033,NA,N,31,G,7,84.53,AM,1202,41.382103,-96.081489,-96.081488999645,41.3821030003141
324252,31,C002830825,1,4,1,00308,0,02,55,0,THOMAS CREEK,NA,RAINWOOD ROAD,114TH & RAINWOOD DR,99.99,0,0,0000000000,0,41.205892,96.0524,30,3,2,2,9,2003,2,0,504,2005,A,15.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,1,0,15.8,35.1,35.1,0,0,15.8,16.6,99.99,N,0,N,0,0,7,7,6,5,N,3,54,3,34,6,9,N,5,8,8,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,10,0,1,Y,8,218,2033,NA,N,31,F,6,582.66,AM,1202,41.350144,-96.090186,-96.0901860004407,41.3501440000853
324253,31,C002831205P,1,4,1,03806,0,02,55,0,BIG PAPILLION CREEK,NA,MILTRY AV/FAS3806,124TH & MILITARY AVENUE,99.99,1.252,0,0000000000,0,41.190984,96.062952,30,3,2,2,7,1983,2,0,7700,2009,4,9.4,0,18,0,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,9.1,22.9,61.6,0,0,9.2,9.8,99.99,N,0,N,0,0,5,5,5,6,N,1,77,1,46,5,4,N,5,8,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,2006,1,1,0,1,0,0,1,Y,5,13090,2033,NA,N,31,F,5,603.68,MM,603,41.319386,-96.107642,-96.1076420001596,41.3193859998476
324254,31,C002831210,1,4,1,03824,0,02,55,0,THOMAS CREEK,NA,IDA STREET,.1W IRVINGTON RD & IDA ST,99.99,0.077,0,0000000000,0,41.191632,96.032592,20,3,2,2,7,1980,2,0,6800,2009,5,7.9,0,35,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,7.9,14.6,36.9,1.9,1.9,7.9,11.7,99.99,N,0,N,0,0,6,6,5,6,N,1,76,1,45,5,2,N,5,7,8,31,1,40.5,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,0,0,1,Y,5,11560,2033,NA,N,31,F,5,431.73,AM,1202,41.321181,-96.056997,-96.0569970002605,41.3211809998122
324255,31,C002831210P,1,5,1,03822,0,02,55,37000,BIB PAPILLION CR TRIB,NA,MILITARY ROAD,MILITARY RD AND IDA ST,99.99,0.014,0,0000000000,0,41.19048,96.0542,50,3,4,4,7,2005,3,0,9900,2009,5,11.6,0,25,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,11.6,3.7,9.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,6,0,33,0,22,5,N,N,5,8,8,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,9900,2033,NA,N,31,F,6,105.56,ST,724,41.318,-96.095,-96.095000000183,41.3180000002095
324256,31,C002841205P,1,5,1,00412,0,02,55,0,THOMAS CREEK,NA,SORENSEN PKWY,0.4 N OF BLAIR HIGH RD,99.99,0,0,0000000000,0,41.185544,96.030864,20,3,2,2,2,1998,4,0,17900,2007,0,14.6,1,45,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,22.6,20.1,50.9,1.5,1.5,22.6,27,99.99,N,0,N,0,0,7,7,7,6,N,1,88,1,53,7,9,N,5,8,8,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,0,0,1,Y,4,19765,2033,NA,N,31,G,7,1374.3,MM,603,41.315586,-96.052778,-96.0527779996465,41.3155860000305
324257,31,C002841207P,1,4,1,00412,0,02,55,0,KNIGHT CREEK,NA,SORENSON PARKWAY,.1W WENNINGHOFF ROAD,99.99,0,0,0000000000,0,41.191524,96.024164,50,3,2,2,2,2001,4,0,17900,2007,0,20.1,2,45,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,19.6,17.4,44.5,1.8,1.8,19.6,24,99.99,N,0,N,0,0,6,6,6,6,N,1,38,1,23,5,7,N,5,8,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,1,0,0,1,1,0,1,0,0,1,Y,5,30430,2033,NA,N,31,F,6,1068,ST,724,41.3209,-96.0449,-96.0449000000819,41.3209000002312
324258,31,C002841210P,1,4,1,0P412,0,02,55,0,LITTLE PAPILLION CREEK,NA,VERNON AVE,IRVINGTON AREA,99.99,0,0,0000000000,0,41.185724,96.024632,20,3,2,2,19,1989,3,0,1690,2004,5,11.9,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,21,4.9,10.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,6,0,33,0,22,5,N,N,5,8,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,10,0,1,Y,8,2873,2033,NA,N,31,F,6,120.19,AM,403,41.315192,-96.052367,-96.0523669997428,41.3151920001498
324259,31,C002841212P,1,4,1,0P412,0,02,55,0,STREAM,NA,READ ST,.2M W OF WENNINGHOFF,99.99,0,0,0000000000,0,41.192496,96.024164,30,3,26,26,9,2007,2,0,250,2007,5,7.6,0,17,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,1,0,8.5,25,25.3,2.1,0,8.5,11.4,99.99,N,0,N,0,0,7,7,6,6,N,1,76,1,40,6,6,N,5,8,6,NA,NA,NA,922,48,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,10,0,1,Y,8,425,2033,NA,N,31,F,6,288.42,ST,724,41.3236,-96.0449,-96.0449000000819,41.3236000002194
324260,31,C002841215P,1,4,1,05114,0,02,55,0,GLENBROOK CREEK,NA,SORENSEN PKWY,.1E WENNINGHOFF ROAD,99.99,16.238,0,0000000000,0,41.191488,96.02348,50,3,2,2,2,2001,5,0,14400,2010,0,20.4,2,41,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,19.2,3.7,18,3,1.2,0,0,99.99,N,0,N,0,0,N,N,N,7,6,0,33,0,22,5,N,N,5,8,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,1,0,0,N,N,N,N,0,0,1,Y,4,30430,2033,NA,N,31,F,6,367.2,ST,724,41.3208,-96.043,-96.0430000003739,41.3207999999824
324261,31,C002841220P,1,4,1,0P412,0,02,55,0,STREAM,NA,CRAIG STREET,140 W WENNINGHOFF RD,99.99,0,0,0000000000,0,41.194548,96.025352,20,3,26,26,9,2008,2,0,250,2008,5,8.5,0,5,0,1,1,1,1,5,0,0,0,A,5,5,5,2,0,0,1,0,8.5,27.4,27.4,0,2.1,8.5,11.4,99.99,N,0,N,0,0,7,7,6,5,N,1,79,1,37,6,6,N,5,8,6,NA,NA,NA,922,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,1,10,0,1,Y,8,278,2033,NA,N,31,F,6,312.36,ST,724,41.3293,-96.0482,-96.0481999999057,41.3293000001689
324262,31,C002843315P,1,5,1,0P433,0,02,55,37000,DRAINAGE WAY,NA,PRKING LOT ENT/EXT,.1W 153 ST/.2N BLONDO ST,99.99,0,0,0000000000,0,41.164188,96.091188,20,3,26,26,9,1997,3,0,100,2003,5,12.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,0,0,12.5,2.1,7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,0,33,0,22,6,N,N,5,7,8,NA,NA,NA,823,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,10,0,1,Y,8,170,2033,NA,N,31,G,7,87.5,MM,603,41.2774,-96.154089,-96.1540890002595,41.2774000003047
329614,31,C007700215,1,4,1,03772,0,02,153,0,STREAM,NA,HARISON ST/FAS3772,3E US6 DOUGLAS CL,99.99,0.418,0,0000000000,0,41.112616,96.110492,50,3,2,2,7,1940,2,0,10020,2011,0,11,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,9.4,3.4,7.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,6,0,33,0,22,5,N,N,5,9,8,NA,NA,NA,822,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,1998,N,N,N,N,0,0,1,Y,8,20800,2040,NA,N,31,F,6,80.3,MM,603,41.187189,-96.177161,-96.1771610003352,41.1871890000639
329615,31,C007700402P,1,4,1,000P4,0,02,153,0,STREAM,NA,CARY ROAD,2W 2N GRETNA,99.99,0,0,0000000000,0,41.101956,96.173012,50,3,2,2,9,1979,2,0,70,2003,5,8.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,19,0,0,3,0,8.5,1.8,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,N,6,0,34,0,33,6,N,N,5,N,6,NA,NA,NA,1222,48,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,119,2033,NA,N,31,F,6,56.95,MM,603,41.172,-96.280264,-96.2802639998028,41.1720000003289
329616,31,C007700510,1,4,1,07927,0,02,153,0,STREAM,NA,240TH ST/COLL 7927,2W 1N GRETNA,99.99,1.796,0,0000000000,0,41.092772,96.173048,160,3,2,2,8,1970,2,0,100,1998,0,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,4,0,0,1,0,9.1,7,7.3,0,0,9.1,9.2,99.99,N,0,N,0,0,6,6,6,7,N,0,33,0,22,6,7,N,5,5,8,34,1,7.3,1222,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,1,1,0,0,0,0,1,Y,8,170,2033,NA,N,31,F,6,67.16,MM,603,41.157714,-96.291797,-96.2917969999167,41.1577139996711
329617,31,C007700515,1,4,1,07927,0,02,153,0,STREAM,NA,240TH ST/COLL 7927,2W 2.7N GRETNA,99.99,2.078,0,0000000000,0,41.105916,96.17312,50,3,2,2,8,1970,2,0,100,1998,0,7.3,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,2,0,0,2,0,7.3,10.7,18,0.1,0.1,7.3,7.4,99.99,N,0,N,0,0,5,5,6,7,N,1,21,1,13,4,6,N,1,7,8,NA,NA,NA,1222,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,1993,8,7,0,0,0,0,1,Y,5,170,2033,NA,N,31,F,5,133.2,MM,603,41.1802,-96.291975,-96.291975000192,41.1802000001119
329618,31,C007701005,1,4,1,00010,0,02,153,0,WESTERN SARPY DRAIN DITC,NA,SCHRAM ROAD,.2S 2.4W GRETNA,99.99,0,0,0000000000,0,41.075592,96.174632,50,3,2,2,9,2022,2,0,120,2003,A,6.1,0,5,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,2,0,8.8,4.3,8.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,3,44,3,34,8,N,N,5,5,5,34,1,27.7,1023,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,10,0,1,Y,8,204,2033,NA,N,31,G,8,53.68,AM,1202,41.1322,-96.296097,-96.2960969998232,41.1321999999309
329619,31,C007701010,1,4,1,00010,0,02,153,0,STREAM,NA,SCHRAM ROAD,.2S 2.2W GRETNA,99.99,0,0,0000000000,0,41.075592,96.174416,50,3,2,2,9,2022,2,0,120,2003,A,6.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,2,0,8.8,3.4,7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,3,54,3,42,8,N,N,5,5,5,34,1,21.3,1023,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,10,0,1,Y,8,204,2033,NA,N,31,G,8,42.7,MM,603,41.1322,-96.296097,-96.2960969998232,41.1321999999309
329620,31,C007701205,1,4,1,00012,0,02,153,0,WESTERN SARPY DRAIN DITC,NA,CAPEHART ROAD,1.2S 2W GRETNA,99.99,0,0,0000000000,0,41.070372,96.173048,50,3,2,2,9,1935,1,0,75,2003,0,5.2,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,10,0,0,1,0,4.6,18.3,18.6,0,0,4.6,4.9,99.99,N,0,N,0,0,5,5,5,7,N,1,15,1,8,2,7,N,0,6,5,31,1,18.6,823,24,Y24,N,N,823,NA,NA,0,0,0,NA,,NA,,0,N,3,NA,0,0,0,8,7,0,0,0,0,1,Y,3,127,2033,NA,N,31,F,5,91.14,AM,1202,41.1175,-96.291497,-96.2914970003411,41.1175000002029
329622,31,C007701405,1,4,1,00014,0,02,153,0,WESTERN SARPY DRAIN DITC,NA,FAIRVIEW ROAD,2.2S 2W GRETNA,99.99,0,0,0000000000,0,41.061152,96.173012,80,3,2,2,9,1935,2,0,225,2003,0,5.2,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,10,3,2,1,1,4.7,18.3,25,0,0,4.7,4.9,99.99,N,0,N,0,0,5,5,5,7,N,1,16,1,10,3,N,N,0,6,6,34,1,25,823,24,Y24,N,N,823,NA,NA,0,0,0,NA,,NA,,0,N,3,NA,0,0,0,8,7,0,0,10,0,1,Y,5,382,2033,NA,N,31,F,5,122.5,AM,1202,41.1032,-96.291594,-96.2915940004255,41.1031999997928
329623,31,C007701405P,1,4,1,03770,0,02,153,0,STREAM,NA,PLATTEVIEW RD,JCT N85/N370 3.5S .4E,99.99,1.862,0,0000000000,0,41.0533,96.021176,60,3,2,2,7,1980,2,0,3780,2011,0,12.2,0,3,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,2,0,10.4,3.7,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,0,33,0,22,5,N,N,5,5,8,NA,NA,NA,822,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,5500,2040,NA,N,31,F,6,92.72,MM,603,41.0917,-95.991092,-95.991091999728,41.0917000002126
329624,31,C007701410P,1,4,1,03770,0,02,153,0,STREAM,NA,PLATTEVIEW RD,JCT N85/N370 3.5S 1.8E,99.99,2.105,0,0000000000,0,41.053372,96.002916,60,3,2,2,7,1980,2,0,3380,2011,0,12.2,0,15,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,2,0,10.4,3,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,0,33,0,22,5,N,N,5,7,8,NA,NA,NA,822,24,N,N,N,NA,NA,NA,0,0,0,NA,,NA,,0,N,2,NA,0,0,0,N,N,N,N,0,0,1,Y,8,5500,2040,NA,N,31,F,6,78.08,MM,603,41.0917,-95.991092,-95.991091999728,41.0917000002126
