OBJECTID,STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,STATUS,DATE,LATDD,LONGDD,x,y
162047,19,000000000027321,1,2,1,00030,2,04,85,0,MISSOURI RIVER,NA,US 30,AT NEBRASKA STATE LINE,99.99,0,1,S001920030,NA,41.330401,96.054478,56,3,1,1,2,1991,2,0,4410,2022,5,12.2,0,0,0,1,1,1,1,5,1,15.9,101.2,A,1,5,4,3,5,2,2,15,12.2,101.5,604.4,0,0,12.2,13.2,99.99,N,0,N,0,0,6,6,6,7,N,1,61.2,1,36.7,6,6,N,5,8,7,NA,NA,0,1023,24,N,Y60,N,NA,722,NA,0,0,0,NA,317,50,S030 45055,0,N,2,NA,1,0,0,1,4,0,1,28,1,1,Y,5,4410,2043,NA,N,19,F,6,7978.08,ST,724,41.551114,-96.095772,-96.0957719997618,41.5511139999571
162048,19,000000000027350,1,2,1,00030,2,04,85,0,YOUNGS DITCH,NA,US 30,0.8 mi. E of SR K-45,99.99,6.568,1,S001920030,NA,41.330431,96.010144,61,3,1,1,2,1953,2,0,4410,2022,4,11.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,5,0,8.5,12.8,59.7,0,0,8.5,10.5,99.99,N,0,N,0,0,6,6,6,6,N,1,48.9,1,29.3,6,4,N,5,6,8,NA,NA,0,823,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,0,N,2,NA,1,0,0,1,4,0,0,28,1,NA,Y,8,4410,2043,NA,N,19,F,6,626.85,ST,724,41.551197,-96.017067,-96.0170669999674,41.5511970000148
162072,19,000000000027701,1,3,1,00127,2,04,85,0,SPOONER DITCH,NA,IA 127,1.9 mi. W of Jct. IA 183,99.99,3.767,1,S001930127,NA,41.423967,96.000578,23,3,1,1,6,1990,2,0,1180,2022,5,9.8,0,0,0,N,N,N,N,5,0,0,0,A,1,5,2,19,0,0,2,0,9.8,3,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,7,8,37.9,8,29.2,7,N,N,5,6,8,NA,NA,0,923,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,0,N,2,NA,0,0,0,N,N,N,N,16,0,NA,Y,8,1180,2043,NA,N,19,G,7,62.72,ST,724,41.711019,-96.001606,-96.001606000391,41.7110189997753
162092,19,000000000028010,1,4,1,00000,2,03,85,0,I-29,NA,SR F20,AT JCT. OF SR F20,99.99,0.311,0,,NA,41.480667,96.032103,0,3,1,1,7,1966,2,4,319,2022,5,10.4,0,0,0,1,1,1,1,5,N,0,0,A,6,1,5,2,0,0,4,0,14.4,21,66.8,0.5,0.5,9.1,11,99.99,H,5.11,H,3.6,7.2,6,7,7,N,N,1,65.9,1,39.2,7,6,5,5,N,4,NA,NA,0,422,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,0,N,2,NA,0,0,0,1,4,0,0,6,0,NA,Y,N,319,2042,NA,N,19,F,6,734.8,ST,724,41.801853,-96.055842,-96.055842000367,41.801853000234
162093,19,000000000028021,1,4,1,00000,1,07,85,0,LITTLE SIOUX RIVER,NA,FM & AUSTIN AVE,081452304,99.99,28.429,0,,NA,41.483585,96.025408,32,3,2,2,7,1987,2,0,390,2022,5,11.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,9.1,29,88.7,0,0,9.1,10.1,99.99,N,0,N,0,0,7,8,7,6,N,1,62.7,1,37.6,7,6,N,5,7,8,NA,NA,0,1219,48,N,N,N,NA,NA,NA,0,0,0,NA,,0,,0,N,2,NA,0,0,0,1,1,0,0,34,0,NA,Y,8,390,2043,0,N,19,G,7,895.87,ST,724,41.809958,-96.048356,-96.0483560004396,41.8099579997403
162094,19,000000000028031,1,4,1,00000,1,07,85,0,MONONA-HARRISON DITCH,NA,FM & AUSTIN AVE,081451404,99.99,30.318,0,,NA,41.492989,96.033254,21,3,2,2,7,2004,2,0,390,2022,5,12.2,0,0,0,1,1,1,1,3,0,0,0,A,1,5,5,2,0,0,3,0,9.1,23.2,66.1,0,0,9.1,10.1,99.99,N,0,N,0,0,7,8,7,6,N,1,51.4,1,30.8,7,6,N,5,8,8,NA,NA,0,1221,24,N,N,N,NA,NA,NA,0,0,0,NA,,0,,0,N,2,NA,0,0,NA,1,1,0,1,34,0,NA,Y,8,390,2043,0,N,19,G,7,667.61,ST,724,41.824969,-96.059039,-96.0590390002587,41.8249690001227
162105,19,000000000028190,1,1,1,00029,1,04,85,0,UP RR & K-45,NA,NB I-29,1.9 MI. N OF SR F-50,99.99,135.304,1,S001910029,NA,41.382291,96.004602,2,3,1,1,1,1967,2,2,7600,2022,5,12.2,0,0,0,1,1,0,0,5,N,0,0,A,1,4,4,2,0,0,4,0,10,38.1,138.7,0,0,9.1,10.1,99.99,R,6.93,H,4.6,0,5,7,6,N,N,1,58.2,1,34.9,6,4,7,5,N,7,NA,NA,0,522,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,N,7600,2042,NA,N,19,F,5,1400.87,MM,303,41.639633,-96.013022,-96.013022000329,41.6396329999992
162106,19,000000000028200,1,1,1,00029,3,04,85,0,UP RR & K-45,NA,SB I-29,1.9 MI. N of SR F-50,99.99,109.059,0,,NA,41.382555,96.005071,2,3,1,1,1,1967,2,2,7600,2022,5,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,4,4,2,0,0,4,0,10.2,38.1,138.7,0,0,9.1,10.1,99.99,R,6.88,H,4.6,0,5,7,5,N,N,1,63.8,1,38.2,5,4,7,5,N,7,NA,NA,0,522,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,N,7600,2042,NA,N,19,F,5,1400.87,MM,303,41.639969,-96.013072,-96.0130719996594,41.63996900028
162107,19,000000000028210,1,1,1,00029,1,04,85,0,OLD SOLDIER RIVER DITCH,NA,NB I-29,4.0 mi. S of IA 127,99.99,137.385,1,S001910029,NA,41.391536,96.014092,2,3,1,1,1,1967,2,0,7600,2022,5,12.2,0,15,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,11.9,31.1,0,0,11.9,13,99.99,N,0,N,0,0,5,5,7,7,N,1,56.1,1,33.7,5,6,N,5,6,8,NA,NA,0,923,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,8,7600,2043,NA,N,19,F,5,404.3,MM,303,41.654408,-96.028042,-96.0280419998645,41.6544080001435
162108,19,000000000028220,1,1,1,00029,3,04,85,0,OLD SOLDIER RIVER DITCH,NA,SB I-29,4.0 MI. S OF JCT. IA 127,99.99,107.07,0,,NA,41.391605,96.014235,2,3,1,1,1,1967,2,0,7600,2022,5,12.2,0,15,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,11.9,31.1,0,0,11.9,12.9,99.99,N,0,N,0,0,5,5,7,7,N,1,57,1,34.2,5,6,N,5,6,8,NA,NA,0,923,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,8,7600,2043,NA,N,19,F,5,401.19,MM,303,41.654383,-96.028333,-96.0283330001176,41.6543830002579
162109,19,000000000028230,1,4,1,00000,2,04,85,0,I-29,NA,235TH ST,3.0 MI. S OF JCT. IA 127,99.99,1.257,0,,NA,41.400683,96.020716,21,3,1,1,9,1967,2,4,79,2022,2,7.3,0,19,0,0,0,0,0,5,N,0,0,A,1,1,5,2,0,0,4,0,15.9,21,69.8,0.3,0.3,7.3,8.7,99.99,H,5.11,H,3.4,7.3,8,8,8,N,N,1,53,1,15.1,4,6,5,5,N,4,NA,NA,0,622,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,0,N,2,NA,0,0,0,1,1,0,0,24,0,NA,Y,N,79,2042,NA,N,19,G,8,607.26,ST,724,41.668564,-96.035322,-96.0353219999276,41.6685640001348
162110,19,000000000028240,1,1,1,00029,1,04,85,0,BURCHAM CREEK,NA,NB I-29,2.7 MI. S OF JCT 127,99.99,139.398,1,S001910029,NA,41.401697,96.020982,2,3,1,1,1,1967,2,0,7600,2022,5,12.2,0,0,0,1,1,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,13.7,35.7,0,0,11.9,13,99.99,N,0,N,0,0,5,5,5,7,N,2,54.9,2,23.3,5,6,N,5,6,8,NA,NA,0,222,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,8,7600,2042,NA,N,19,F,5,464.1,AM,1202,41.671522,-96.036075,-96.0360750001381,41.6715219999689
162111,19,000000000028250,1,1,1,00029,3,04,85,0,BURCHAM CREEK,NA,SB I-29,2.8 MI. S OF JCT. 127,99.99,105.052,0,,NA,41.40178,96.021129,2,3,1,1,1,1967,2,0,7600,2022,5,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,13.7,35.7,0,0,11.9,12.9,99.99,N,0,N,0,0,5,5,7,7,N,2,59.4,2,26,5,6,N,5,6,8,NA,NA,0,222,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,8,7600,2042,NA,N,19,F,5,460.53,AM,1202,41.671456,-96.036314,-96.0363139996144,41.6714559997252
162112,19,000000000028260,1,1,1,00029,1,04,85,0,BURCHAM CREEK,NA,NB I-29,1.2 MI. S OF JCT. IA 127,99.99,141.981,1,S001910029,NA,41.413842,96.023199,2,3,1,1,1,1967,2,0,7600,2022,5,12.2,0,12,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,10.7,28,0,0,11.9,12.9,99.99,N,0,N,0,0,5,5,7,7,N,2,53.1,2,26.9,5,6,N,5,6,8,NA,NA,0,222,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,5,7600,2042,NA,N,19,F,5,361.2,AM,1202,41.694147,-96.042181,-96.0421810000412,41.6941470001495
162113,19,000000000028270,1,1,1,00029,3,04,85,0,BURCHAM CREEK,NA,SB I-29,1.2 MI. S OF JCT. IA 127,99.99,102.47,0,,NA,41.413927,96.023305,2,3,1,1,1,1967,2,0,7600,2022,5,12.2,0,12,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,10.7,28,0,0,11.9,13,99.99,N,0,N,0,0,6,6,7,7,N,2,53.1,2,26.9,6,6,N,5,6,8,NA,NA,0,222,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,31,1,NA,Y,5,7600,2042,NA,N,19,F,6,364,AM,1202,41.694175,-96.042453,-96.0424530000278,41.6941749997392
162114,19,000000000028280,1,3,1,00127,2,04,85,0,I-29,NA,IA 127,At the jct of I-29,99.99,0.142,1,S001930127,NA,41.424025,96.024204,6,3,1,1,6,1967,2,4,700,2022,4,13.4,0,7,0,1,1,1,1,5,N,0,0,A,6,1,5,2,0,0,4,0,14.8,21,66.4,0.3,0.3,8.5,9.9,99.99,H,5.11,H,5.4,7.2,7,6,7,N,N,1,57,1,17.7,4,5,6,5,N,6,NA,NA,0,923,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,0,N,2,NA,0,0,0,1,4,0,0,10,0,NA,Y,N,700,2043,NA,N,19,F,6,657.36,ST,724,41.711181,-96.045011,-96.04501100041,41.7111810001411
162115,19,000000000028290,1,4,1,00000,2,04,85,0,I-29,NA,192 ST,1.2 MI. N OF JCT. IA 127,99.99,0.605,0,,NA,41.43455,96.025227,5,3,1,1,9,1967,2,4,34,2022,2,7.3,0,7,0,0,0,0,0,5,N,0,0,A,1,1,5,2,0,0,4,0,15.7,21,66.8,0.3,0.3,7.3,8.7,99.99,H,4.88,H,5.5,7.2,7,7,6,N,N,1,53.3,1,17.7,5,6,5,5,N,6,NA,NA,0,622,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,0,N,2,NA,0,0,0,1,1,0,0,0,0,NA,Y,N,34,2042,NA,N,19,F,6,581.16,ST,724,41.729306,-96.047853,-96.0478529995761,41.7293060003113
162116,19,000000000028300,1,1,1,00029,1,04,85,0,DRAINAGE DITCH,NA,NB I-29,1.8 MI. N OF JCT.127,99.99,146.674,1,S001910029,NA,41.440966,96.025364,2,3,1,1,1,1967,2,0,7300,2022,5,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,10.7,28,0,0,11.9,13,99.99,N,0,N,0,0,6,6,6,7,N,2,50.4,2,26,6,6,N,5,6,7,NA,NA,0,224,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,5,7300,2044,NA,N,19,F,6,364,MM,303,41.736083,-96.048161,-96.0481610004459,41.736083000014
162117,19,000000000028310,1,1,1,00029,3,04,85,0,DRAINAGE DITCH,NA,SB I-29,1.8 MI. N OF JCT.127,99.99,97.776,0,,NA,41.441058,96.025461,2,3,1,1,1,1967,2,0,7300,2022,5,12.2,0,0,0,1,0,0,0,5,0,0,0,A,1,5,2,1,0,0,3,0,11.9,10.7,28,0,0,11.9,12.9,99.99,N,0,N,0,0,5,5,7,7,N,1,50.4,1,26,5,6,N,5,6,7,NA,NA,0,224,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,5,7300,2044,NA,N,19,F,5,361.2,MM,303,41.736083,-96.048467,-96.0484669998694,41.736083000014
162118,19,000000000028320,1,1,1,00029,1,04,85,0,SOLDIER RIVER,NA,NB I-29,2.8 MI. N OF JCT. IA 127,99.99,148.295,1,S001910029,NA,41.450198,96.02469,2,3,1,1,1,1967,2,0,7300,2022,5,12.2,0,15,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,3,0,9.1,35.7,93.3,0,0,9.1,11,99.99,N,0,N,0,0,6,5,5,6,N,1,47.9,1,28.8,5,4,N,5,8,8,NA,NA,0,422,24,Y24,N,Y24,422,NA,423,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,8,7300,2042,NA,N,19,F,5,1026.3,MM,303,41.750928,-96.046269,-96.0462690002356,41.7509280001465
162119,19,000000000028330,1,1,1,00029,3,04,85,0,SOLDIER RIVER,NA,SB I-29,2.8 MI. N OF JCT. IA 127,99.99,96.086,0,,NA,41.450506,96.024747,2,3,1,1,1,1967,2,0,7300,2022,5,12.2,0,15,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,3,0,9.1,35.7,93.3,0,0,9.1,11,99.99,N,0,N,0,0,6,5,5,6,N,2,46.1,2,24.1,5,4,N,5,6,8,NA,NA,0,422,24,Y24,N,Y24,422,NA,423,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,8,7300,2042,NA,N,19,F,5,1026.3,MM,303,41.750931,-96.046536,-96.0465360001993,41.7509309998947
162120,19,000000000028340,1,4,1,00000,2,04,85,0,I-29,NA,160TH ST,1.8 MI. S OF Jct. SR F20,99.99,0.734,0,,NA,41.463685,96.030303,3,3,1,1,8,1967,2,4,34,2022,2,7.3,0,13,0,0,0,0,0,5,N,0,0,A,1,1,5,2,0,0,4,0,15.3,21,69.5,0.3,0.3,7.3,8.6,99.99,H,4.9,H,5.2,7.2,8,8,8,N,N,1,54.1,1,17.9,5,6,5,5,N,5,NA,NA,0,622,24,N,N,N,NA,NA,NA,0,0,NA,NA,,0,,0,N,2,NA,0,0,0,1,1,0,0,35,0,NA,Y,N,34,2042,NA,N,19,G,8,597.7,ST,724,41.776903,-96.050842,-96.0508419999535,41.776903000309
162121,19,000000000028360,1,1,1,00029,1,03,85,0,LITTLE SIOUX RIVER,NA,NB I-29,0.4 MI. N OF JCT. SR F-20,99.99,154.716,1,S001910029,NA,41.482126,96.033174,2,3,1,1,1,1967,2,0,7250,2022,5,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,3,0,9.1,73.2,179.2,0,0,9.1,11,99.99,N,0,N,0,0,6,5,5,7,N,1,44.2,1,26.5,5,4,N,5,6,8,NA,NA,0,423,24,Y24,N,N,423,NA,NA,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,8,7250,2042,NA,N,19,F,5,1971.2,MM,303,41.806458,-96.059267,-96.0592669998643,41.8064579997449
162122,19,000000000028370,1,1,1,00029,3,03,85,0,LITTLE SIOUX RIVER,NA,SB I-29,0.4 MI. N OF JCT. SR F-20,99.99,89.597,0,,NA,41.482565,96.033693,2,3,1,1,1,1967,2,0,7250,2022,5,12.2,0,0,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,3,0,9.1,73.2,179.2,0,0,9.1,11,99.99,N,0,N,0,0,6,5,7,7,N,1,45.1,1,26.5,5,4,N,5,6,8,NA,NA,0,423,24,Y24,N,Y24,423,NA,422,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,8,7250,2042,NA,N,19,F,5,1971.2,MM,303,41.806369,-96.059497,-96.0594970000181,41.8063689998051
162123,19,000000000028380,1,1,1,00029,1,03,85,0,DRAINAGE DITCH,NA,NB I-29,1.6 MI. N OF Jct. SR F-20,99.99,156.687,1,S001910029,NA,41.491407,96.041989,2,3,1,1,1,1966,2,0,7250,2022,5,12.2,0,10,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,3,0,9.1,36.9,96.3,0,0,9.1,10.2,99.99,N,0,N,0,0,7,5,6,7,N,1,43.6,1,26.2,5,4,N,5,6,8,NA,NA,0,422,24,Y24,N,Y24,422,NA,423,0,0,NA,NA,,0,,1,R,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,8,7250,2042,NA,N,19,F,5,982.26,MM,303,41.820942,-96.072503,-96.0725030000427,41.8209419998974
162124,19,000000000028390,1,1,1,00029,3,03,85,0,DRAINAGE DITCH,NA,SB I-29,1.6 Mi. N of Jct. SR F-20,99.99,87.708,0,,NA,41.491623,96.042306,2,3,1,1,1,1966,2,0,7250,2022,5,12.2,0,10,0,1,1,1,1,5,0,0,0,A,1,5,4,3,0,0,3,0,9.1,36.9,96.3,0,0,9.1,10.2,99.99,N,0,N,0,0,7,5,7,7,N,1,43.6,1,26.2,5,4,N,5,6,8,NA,NA,0,422,24,Y24,N,Y24,422,NA,423,0,0,NA,NA,,0,,1,L,1,NA,1,0,0,1,4,0,0,32,1,NA,Y,8,7250,2042,NA,N,19,F,5,982.26,MM,303,41.82085,-96.07275,-96.0727499999149,41.8208500001717
171395,19,000000000178250,1,4,1,00000,2,07,85,0,SPOONER DITCH,NA,220TH  ST,079440501,99.99,4.036,0,,NA,41.412183,96.000706,6,3,2,2,9,1970,2,0,11,2022,5,7.3,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,4,0,0,1,0,9,7.9,7.9,0,0,9,9.1,99.99,N,0,N,0,0,6,6,5,6,N,0,44.4,0,32.7,5,7,N,5,6,7,31,1,47,1221,24,N,N,N,NA,NA,NA,71,7,0,NA,,0,,0,N,2,NA,0,0,0,9,8,0,0,0,0,NA,Y,7,11,2043,0,N,19,F,5,71.89,ST,724,41.689397,-96.001961,-96.0019610002182,41.6893970000927
171396,19,000000000178260,1,4,1,00000,2,07,85,0,SPOONER DITCH,NA,235TH ST,079440703,99.99,3.957,0,,NA,41.400731,96.001278,6,3,2,2,9,1962,2,0,15,2022,5,7,0,45,0,0,0,0,0,5,0,0,0,A,1,5,5,4,0,0,1,0,7.6,9.4,10.1,0,0,7.6,7.6,99.99,N,0,N,0,0,6,6,6,6,N,0,44.4,0,32.7,6,6,N,5,6,8,31,1,55,1221,24,N,N,N,NA,NA,NA,82,8,0,NA,,0,,0,N,2,NA,0,0,0,9,8,0,0,0,0,NA,Y,6,15,2043,0,N,19,F,6,76.76,ST,724,41.668697,-96.00355,-96.0035499995816,41.6686970002992
171399,19,000000000178301,1,4,1,00000,1,07,85,0,OLD SOLDIER DITCH,NA,AUSTIN AVE,079441802,99.99,10.804,0,,NA,41.391301,96.011752,0,3,2,2,7,1984,2,0,558,2022,4,6.7,0,20,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,0,2,0,32.7,3,7.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,0,44.4,0,32.7,6,N,N,5,6,8,NA,NA,0,1221,24,N,N,N,NA,NA,NA,0,0,0,NA,,0,,0,N,2,NA,0,0,0,N,N,N,N,31,0,NA,Y,8,558,2043,0,N,19,F,6,48.91,ST,724,41.653614,-96.021533,-96.0215329995552,41.6536140001887
171429,19,000000000179001,1,4,1,00000,1,07,85,0,SOLDIER RIVER,NA,E KELLY AVE,080440706,99.99,4.812,0,,NA,41.451571,96.003945,10,3,2,2,8,2013,2,0,60,2022,A,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,7.3,22.3,62.3,0,0,7.3,8.3,99.99,N,0,N,0,0,8,8,8,7,N,8,58.3,8,44.7,8,6,N,5,8,8,NA,NA,NA,1221,48,N,N,N,NA,NA,NA,NA,NA,0,NA,,NA,,0,N,2,NA,0,0,NA,1,1,0,0,0,0,1,Y,8,60,2043,NA,N,19,G,8,517.09,ST,724,41.754364,-96.010958,-96.0109579996912,41.7543639999009
171432,19,000000000179100,1,4,1,00000,2,07,85,0,SPOONER DITCH,NA,210TH TRAIL,080443104,99.99,3.235,0,,NA,41.414787,96.00069,6,3,2,2,9,1959,2,0,29,2022,5,9.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,4,0,0,1,0,9,8.8,9.4,0,0,9,9.1,99.99,N,0,N,0,0,6,6,5,6,N,0,44.4,0,32.7,5,7,N,5,6,6,31,1,53,1221,24,N,N,N,NA,NA,NA,92,10,0,NA,,0,,0,N,2,NA,0,0,1970,9,0,0,0,0,0,NA,Y,8,29,2043,0,N,19,F,5,85.54,ST,724,41.696630999999996,-96.001917,-96.0019169998373,41.696630999692
171433,19,000000000179131,1,4,1,00000,1,07,85,0,SOLDIER RIVER,NA,FM/CANTON AVE,080451402,99.99,0.286,0,,NA,41.443636,96.032807,11,3,2,2,8,1974,2,0,29,2022,5,12.2,0,0,0,0,0,0,0,5,0,0,0,A,1,5,4,2,0,0,3,0,9.1,29.9,77.7,0,0,9.1,9.8,99.99,N,0,N,0,0,7,7,7,6,N,2,47.8,2,30.4,7,7,N,5,8,6,31,1,357,1221,24,N,N,N,NA,NA,NA,459,70,0,NA,,0,,0,N,2,NA,0,0,0,1,1,0,0,0,0,NA,Y,8,29,2043,0,N,19,G,7,761.46,ST,724,41.743433,-96.057797,-96.0577970003266,41.743432999799
181003,19,000000000360790,1,4,1,00000,1,07,85,0,SOLDIER RIVER,NA,FM/AUSTIN AVE,080451206,99.99,21.86,0,,NA,41.450752,96.015723,10,3,2,2,7,1957,2,0,488,2022,4,14.6,0,0,0,0,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,9.1,30.5,68,0.9,0.9,9.1,11,99.99,N,0,N,0,0,5,6,6,5,N,1,63.9,1,38.3,6,6,N,5,8,8,NA,NA,0,1221,24,N,N,N,NA,NA,NA,0,0,0,NA,,0,,0,N,2,NA,0,0,0,1,1,0,0,29,0,NA,Y,8,488,2043,0,N,19,F,5,748,ST,724,41.752089,-96.032564,-96.0325640004271,41.7520890001404
181005,19,000000000360860,1,4,1,00000,1,07,85,0,STREAM,NA,AUSTIN AVE,080451306,99.99,20.6,0,,NA,41.442734,96.014725,10,3,2,2,7,1936,2,0,488,2022,C,13.7,0,0,0,0,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,7.3,12.5,12.8,0,0,7.3,8.6,99.99,N,0,N,0,0,4,3,6,6,N,1,23.6,1,14.1,3,4,N,5,8,8,31,1,52,1221,24,N,N,N,NA,NA,NA,99,10,0,NA,,0,,0,N,2,NA,0,0,0,1,6,0,0,29,0,NA,Y,8,488,2043,0,N,19,P,3,110.08,ST,724,41.740928,-96.029792,-96.0297919997846,41.7409280000418
