"OBJECTID","STATE_CODE_001","STRUCTURE_NUMBER_008","RECORD_TYPE_005A","ROUTE_PREFIX_005B","SERVICE_LEVEL_005C","ROUTE_NUMBER_005D","DIRECTION_005E","HIGHWAY_DISTRICT_002","COUNTY_CODE_003","PLACE_CODE_004","FEATURES_DESC_006A","CRITICAL_FACILITY_006B","FACILITY_CARRIED_007","LOCATION_009","MIN_VERT_CLR_010","KILOPOINT_011","BASE_HWY_NETWORK_012","LRS_INV_ROUTE_013A","SUBROUTE_NO_013B","LAT_016","LONG_017","DETOUR_KILOS_019","TOLL_020","MAINTENANCE_021","OWNER_022","FUNCTIONAL_CLASS_026","YEAR_BUILT_027","TRAFFIC_LANES_ON_028A","TRAFFIC_LANES_UND_028B","ADT_029","YEAR_ADT_030","DESIGN_LOAD_031","APPR_WIDTH_MT_032","MEDIAN_CODE_033","DEGREES_SKEW_034","STRUCTURE_FLARED_035","RAILINGS_036A","TRANSITIONS_036B","APPR_RAIL_036C","APPR_RAIL_END_036D","HISTORY_037","NAVIGATION_038","NAV_VERT_CLR_MT_039","NAV_HORR_CLR_MT_040","OPEN_CLOSED_POSTED_041","SERVICE_ON_042A","SERVICE_UND_042B","STRUCTURE_KIND_043A","STRUCTURE_TYPE_043B","APPR_KIND_044A","APPR_TYPE_044B","MAIN_UNIT_SPANS_045","APPR_SPANS_046","HORR_CLR_MT_047","MAX_SPAN_LEN_MT_048","STRUCTURE_LEN_MT_049","LEFT_CURB_MT_050A","RIGHT_CURB_MT_050B","ROADWAY_WIDTH_MT_051","DECK_WIDTH_MT_052","VERT_CLR_OVER_MT_053","VERT_CLR_UND_REF_054A","VERT_CLR_UND_054B","LAT_UND_REF_055A","LAT_UND_MT_055B","LEFT_LAT_UND_MT_056","DECK_COND_058","SUPERSTRUCTURE_COND_059","SUBSTRUCTURE_COND_060","CHANNEL_COND_061","CULVERT_COND_062","OPR_RATING_METH_063","OPERATING_RATING_064","INV_RATING_METH_065","INVENTORY_RATING_066","STRUCTURAL_EVAL_067","DECK_GEOMETRY_EVAL_068","UNDCLRENCE_EVAL_069","POSTING_EVAL_070","WATERWAY_EVAL_071","APPR_ROAD_EVAL_072","WORK_PROPOSED_075A","WORK_DONE_BY_075B","IMP_LEN_MT_076","DATE_OF_INSPECT_090","INSPECT_FREQ_MONTHS_091","FRACTURE_092A","UNDWATER_LOOK_SEE_092B","SPEC_INSPECT_092C","FRACTURE_LAST_DATE_093A","UNDWATER_LAST_DATE_093B","SPEC_LAST_DATE_093C","BRIDGE_IMP_COST_094","ROADWAY_IMP_COST_095","TOTAL_IMP_COST_096","YEAR_OF_IMP_097","OTHER_STATE_CODE_098A","OTHER_STATE_PCNT_098B","OTHR_STATE_STRUC_NO_099","STRAHNET_HIGHWAY_100","PARALLEL_STRUCTURE_101","TRAFFIC_DIRECTION_102","TEMP_STRUCTURE_103","HIGHWAY_SYSTEM_104","FEDERAL_LANDS_105","YEAR_RECONSTRUCTED_106","DECK_STRUCTURE_TYPE_107","SURFACE_TYPE_108A","MEMBRANE_TYPE_108B","DECK_PROTECTION_108C","PERCENT_ADT_TRUCK_109","NATIONAL_NETWORK_110","PIER_PROTECTION_111","BRIDGE_LEN_IND_112","SCOUR_CRITICAL_113","FUTURE_ADT_114","YEAR_OF_FUTURE_ADT_115","MIN_NAV_CLR_MT_116","FED_AGENCY","SUBMITTED_BY","BRIDGE_CONDITION","LOWEST_RATING","DECK_AREA","STATUS","DATE","LATDD","LONGDD","x","y"
182592,19,"000000000603300",1,1,1,"00680",2,"04",155,0,"MISSOURI RIVER & CITY ST",NA,"EB I-680","@ NORTH OMAHA  NE",4.78,0,1,"S001910680",NA,41.3455555555556,-95.9561111111111,2,3,1,1,1,1952,2,2,9150,2022,"5",11.3,0,0,0,"1","1","1","1",5,"1",15.9,121.9,"A",1,6,4,10,4,2,3,6,7.9,128,488.6,0.4,0.4,7.9,8.7,4.78,"H",8.31,"H",3.7,0,"7","5","5","8","N","1",50,"1",29.8,"5","2","8",5,"8",7,NA,NA,0,923,24,"Y24","Y60","N",923,1018,NA,0,0,0,NA,"317",49,"S680 01343R",1,"R",1,NA,1,0,1986,"1","1","0","1",11,1,1,"Y","8",9150,2043,NA,"N",19,"F",5,4250.82,"MM",403,41.345739,-95.95585,-95.9558499996789,41.3457390001088
182593,19,"000000000603305",1,1,1,"00680",4,"04",155,0,"MISSOURI RIVER & CITY ST",NA,"WB I-680","IN NORTH OMAHA",5.46,5.052,0,"",NA,41.3461111111111,-95.9533333333333,2,3,1,1,1,1975,2,2,9150,2022,"5",11.3,0,0,0,"1","1","1","1",5,"1",16.2,121.9,"A",1,6,4,10,4,3,3,7,12.2,128,521.5,0.3,0.3,12.2,12.8,5.46,"H",8.66,"H",5.2,0,"6","5","5","8","N","1",53.5,"1",32.7,"5","7","9",5,"8",7,NA,NA,0,923,24,"Y24","Y60","N",923,1018,NA,0,0,0,NA,"317",45,"S680 01343L",1,"L",1,NA,1,0,0,"9","6","0","0",11,1,1,"Y","8",9150,2043,NA,"N",19,"F",5,6675.2,"MM",403,41.345975,-95.955914,-95.9559140001514,41.345975000054
182594,19,"000000000603307",1,4,1,"00000",1,"04",155,0,"I-680",NA,"130TH ST","1.1 MI.E. OF NEBR.ST.LINE",99.99,1.081,0,"",NA,41.3458333333333,-95.9358333333333,0,3,1,1,9,1976,2,4,190,2022,"5",11,0,10,0,"1","0","0","0",5,"N",0,0,"A",6,1,5,2,0,0,4,0,26.1,28,81.7,0,0,9.8,10.7,99.99,"H",5.13,"H",9.8,9.3,"6","7","6","N","N","1",85.6,"1",32.6,"6","7","7",5,"N",4,NA,NA,0,422,24,"N","N","N",NA,NA,NA,0,0,NA,NA,"",0,"",0,"N",2,NA,0,0,0,"1","4","0","0",29,0,NA,"Y","N",190,2042,NA,"N",19,"F",6,874.19,"ST",724,41.346075,-95.935886,-95.9358859998065,41.3460750001042
182698,19,"000000000604335",1,3,1,"00906",2,"04",155,1642,"INDIAN CREEK",NA,"IA 906","3.1 mi. W of I-80",99.99,1.342,1,"S001930906",NA,41.2677777777778,-95.8377777777778,0,3,4,1,14,1981,4,0,18500,2022,"5",20.1,2,55,1,"N","N","N","N",5,"0",0,0,"A",1,5,1,19,0,0,1,0,7.3,6.7,6.7,0,0,0,0,99.99,"N",0,"N",0,0,"N","N","N","8","6","0",43.5,"0",32.7,"6","N","N",5,"8",7,NA,NA,0,623,24,"N","N","N",NA,NA,NA,0,0,NA,NA,"",0,"",0,"N",2,NA,1,0,0,"N","N","N","N",3,0,NA,"Y","8",18500,2043,NA,"N",19,"F",6,134.67,"ST",724,41.267819,-95.837858,-95.8378580001971,41.2678190002164
182699,19,"000000000604340",1,5,1,"00000",1,"07",155,1642,"INDIAN CREEK CONDUIT",NA,"HARRISON ST","000000000",99.99,0.912,0,"",NA,41.2644444444444,-95.8436111111111,2,3,4,4,16,1981,2,0,4012,2022,"5",17.1,0,5,0,"N","N","N","N",4,"0",0,0,"A",1,5,1,1,0,0,1,0,10.7,8.2,9.1,0,0,10.7,11,99.99,"N",0,"N",0,0,"7","7","7","7","N","1",65.3,"1",39.2,"7","5","N",5,"8",8,NA,NA,0,723,48,"N","N","N",NA,NA,NA,0,0,0,NA,"",0,"",0,"N",2,NA,0,0,0,"1","1","0","0",2,0,NA,"Y","8",4012,2043,0,"N",19,"G",7,100.1,"ST",724,41.264611,-95.843867,-95.8438670000158,41.2646109997274
182783,19,"000000000605015",1,5,1,"00000",2,"04",155,1642,"INDIAN CREEK CONDUIT",NA,"KANESVILLE BLVD","Kanesville Btwn 6-7 St",99.99,5.084,1,"M164246848",NA,41.2616666666667,-95.8519444444444,2,3,4,4,14,1983,4,0,5933,2022,"5",20.7,0,65,0,"N","N","N","N",5,"0",0,0,"A",1,5,5,2,0,0,1,0,20.7,12.8,13.1,0,0,80.5,80.5,99.99,"N",0,"N",0,0,"5","5","5","7","N","0",44,"0",32.7,"5","9","N",5,"8",8,NA,NA,0,622,24,"N","N","N",NA,NA,NA,0,0,0,NA,"",0,"",0,"N",2,NA,1,0,0,"N","N","N","N",3,1,NA,"Y","8",5933,2042,NA,"N",19,"F",5,1054.55,"ST",724,41.261911,-95.85215,-95.8521499996364,41.2619110002131
183419,19,"000000000609040",1,4,1,"00000",2,"07",155,0,"PIGEON CR AND UP RR",NA,"OL MORMON BR RD","076442603",99.99,1.667,0,"",NA,41.3594444444444,-95.8816666666667,24,3,2,2,7,2005,2,2,4660,2022,"5",15.2,0,18,0,"1","1","1","1",5,"0",0,0,"A",1,8,5,2,0,0,11,0,0,43,390.4,0,0,13.4,14.4,99.99,"H",7.21,"H",6.4,0,"7","8","5","6","N","1",79.6,"1",43.1,"5","7","9",5,"8",8,NA,NA,0,522,24,"N","N","N",NA,NA,NA,0,0,0,NA,"",0,"",0,"N",2,NA,0,0,0,"1","1","0","1",10,0,NA,"Y","8",4660,2043,0,"N",19,"F",5,5621.76,"ST",724,41.359619,-95.881775,-95.8817750004022,41.3596189999796
183424,19,"000000000609066",1,3,1,"00092",2,"04",155,1642,"MOSQUITO CREEK & RR",NA,"IA 92 EB","0.3 MI. E OF JCT I-29",99.99,8.544,0,"",NA,41.2219444444444,-95.83,2,3,1,1,16,2016,2,0,9800,2022,"A",11.6,0,37,0,"1","1","1","1",5,"0",0,0,"A",1,7,5,2,0,0,9,0,11.6,46.3,324.2,0,0,11.6,12.6,99.99,"R",8,"R",8.3,0,"8","8","8","8","N","F",42.1,"F",32.4,"8","7","9",5,"9",8,NA,NA,NA,1022,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"R",1,NA,0,0,0,"1","1","0","1",7,1,NA,"Y","8",9800,2042,NA,"N",19,"G",8,4084.92,"ST",724,41.222144,-95.830114,-95.8301139996285,41.2221439998716
183426,19,"000000000609090",1,5,1,"00000",1,"04",155,1642,"VIADUCT OVER RR & STREET",NA,"SOUTH EXPRESSWAY","S. Expressway NB",99.99,3.042,1,"M164241560",NA,41.2463888888889,-95.8538888888889,0,3,4,4,14,1976,2,10,7629,2022,"5",12.2,0,41,1,"1","1","1","1",5,"N",0,0,"A",6,4,4,2,5,2,6,29,24.1,41.5,807.4,0,0,10.1,10.9,99.99,"H",4.62,"H",3.7,0,"5","5","5","N","N","1",68.5,"1",28,"5","5","6",5,"N",6,NA,NA,0,622,24,"N","N","N",NA,NA,NA,0,0,0,NA,"",0,"",0,"R",1,NA,1,0,0,"1","4","0","0",3,1,NA,"Y","N",7629,2042,NA,"N",19,"F",5,8800.66,"ST",724,41.246403,-95.853928,-95.8539280000439,41.2464030002078
183507,19,"000000000609800",1,2,1,"00275",1,"04",155,1642,"BNSF RR AND DL #5",NA,"WB US 275&IA 92","0.4 MI. N of N Jct. I-29",99.99,87.506,1,"S001920275",NA,41.2180555555556,-95.8380555555556,0,3,1,1,14,2007,2,0,5050,2022,"5",11.3,0,45,0,"1","1","1","1",5,"N",0,0,"A",1,7,5,2,0,0,4,0,11.3,26.5,97.5,0,0,11.3,12.2,99.99,"R",7.09,"R",6.1,0,"7","8","6","8","N","1",73.5,"1",44.1,"6","6","8",5,"9",8,NA,NA,0,723,24,"N","N","N",NA,NA,NA,0,0,NA,NA,"",0,"",0,"R",1,NA,1,0,0,"1","1","0","1",10,1,NA,"Y","8",5050,2043,NA,"N",19,"F",6,1189.5,"ST",724,41.218289,-95.838075,-95.8380749999321,41.2182889998997
183525,19,"000000000609905",1,1,1,"00080",4,"04",155,1642,"MISSOURI RVR  RD  RR",NA,"I 80 WB","NEBRASKA STATE LINE",99.99,491.799,0,"",NA,41.2322222222222,-95.9038888888889,24,3,1,1,11,2010,5,0,25250,2022,"A",26.5,0,10,0,"1","1","1","1",5,"1",14.6,121.9,"A",1,7,3,3,4,2,4,8,25.6,129.5,756.8,0,0,25.6,26.6,99.99,"R",19.2,"R",7.6,21.8,"7","8","8","7","N","8",42.1,"8",32.4,"8","7","9",5,"9",8,NA,NA,0,822,24,"N","N","N",NA,NA,NA,0,0,0,NA,"317",58,"S080 45531L",1,"L",1,NA,1,0,NA,"1","2","0","1",24,1,1,"Y","8",25250,2042,NA,"N",19,"G",7,20130.88,"ST",724,41.232328,-95.903986,-95.9039860003123,41.2323280001662
183587,19,"000000000700010",1,1,1,"00029",1,"04",155,1642,"INDIAN CREEK",NA,"I 29 NB","0.7 MI. E OF 24th Street",99.99,80.604,1,"S001910029",NA,41.2325,-95.8641666666667,2,3,1,1,11,2014,3,0,16200,2022,"A",18.3,0,0,0,"1","1","1","1",5,"0",0,0,"A",1,5,5,2,0,0,3,0,18.3,31.1,78.3,0,0,18.3,19.3,99.99,"N",0,"N",0,0,"7","8","8","8","N","F",42.1,"F",32.4,"8","7","N",5,"9",8,NA,NA,NA,823,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",1,"R",1,NA,1,0,0,"1","1","0","1",16,1,NA,"Y","9",16200,2043,NA,"N",19,"G",7,1511.19,"ST",724,41.232569,-95.864383,-95.8643830002573,41.2325689998438
183588,19,"000000000700015",1,1,1,"00029",3,"04",155,1642,"INDIAN CREEK",NA,"I 29 SB","0.7 MI. E OF 24TH ST",99.99,163.905,0,"",NA,41.2319444444444,-95.8652777777778,2,3,1,1,11,2018,4,0,16200,2022,"A",21.9,0,0,0,"1","1","1","1",5,"0",0,0,"A",1,5,5,2,0,0,3,0,21.9,31.1,78.3,0,0,21.9,22.9,99.99,"N",0,"N",0,0,"7","8","8","8","N","F",42.1,"F",32.4,"8","7","N",5,"9",8,NA,NA,NA,823,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",1,"R",1,NA,1,0,0,"1","1","0","1",16,1,NA,"Y","8",16200,2043,NA,"N",19,"G",7,1793.07,"ST",724,41.231978,-95.865389,-95.8653890001878,41.2319780003195
183592,19,"000000000700045",1,1,7,"00080",0,"04",155,1642,"I80 & I29 INTERCHANGE",NA,"I 80 EB TO I 29 NB","I-80  I-29 AND RAMPS",99.99,0.583,0,"",NA,41.2311111111111,-95.8991666666667,0,3,1,1,11,2014,1,17,5500,2022,"A",9.8,0,0,0,"1","1","1","1",5,"N",0,0,"A",8,1,4,2,0,0,12,0,14.9,59.4,605.3,0,0,9.8,10.7,99.99,"H",5.13,"H",20.2,3.7,"8","8","8","N","N","8",46.7,"8",36,"8","9","6",5,"N",8,NA,NA,NA,1022,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,0,"1","1","0","1",16,0,NA,"Y","N",5500,2042,NA,"N",19,"G",8,6476.71,"ST",724,41.231119,-95.899178,-95.8991780004177,41.2311189998019
183593,19,"000000000700050",1,1,1,"00029",3,"04",155,1642,"I-80 & I-29 INTERCHANGE",NA,"I 29 SB","I-80 AND RAMPS",5.13,160.682,0,"",NA,41.2363888888889,-95.9002777777778,0,3,1,1,11,2014,3,11,23900,2022,"A",18.6,0,0,1,"1","1","1","1",5,"N",0,0,"A",6,1,4,2,0,0,11,0,14.9,75.6,662.6,0,0,14.6,15.6,5.13,"H",5.33,"H",4.5,4.4,"7","8","8","N","N","8",48,"8",36.9,"8","4","6",5,"N",8,NA,NA,NA,1022,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",1,"N",1,NA,1,0,0,"1","1","0","1",15,1,NA,"Y","N",23900,2042,NA,"N",19,"G",7,10336.56,"ST",724,41.236572,-95.900519,-95.9005190000839,41.2365719999634
183606,19,"000000000700120",1,2,1,"00006",2,"04",155,1642,"US 6 TO I 80 EB",NA,"US 6","N-E- CONNECTOR",99.99,4.204,1,"S001920006",NA,41.2338888888889,-95.9,2,3,1,1,14,2019,2,9,3540,2022,"A",12.8,0,0,0,"1","1","1","1",5,"N",0,0,"A",1,1,4,2,0,0,5,0,32.7,76.2,328.3,0,0,12.8,13.8,99.99,"H",5.31,"H",4.5,4.5,"8","8","8","N","N","8",48,"8",36.9,"8","8","6",5,"N",8,NA,NA,NA,124,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,0,"1","1","0","1",22,1,NA,"Y","N",3540,2044,NA,"N",19,"G",8,4530.54,"ST",724,41.234042,-95.900078,-95.900078000043,41.2340420000716
183617,19,"000000000700190",1,2,1,"00275",1,"04",155,1642,"I 29",NA,"US 275 NB IA 92 WB","At jct. I-29",99.99,86.861,1,"S001920275",NA,41.2208333333333,-95.8316666666667,0,3,1,1,14,2015,3,8,9050,2022,"A",12.2,2,8,0,"1","1","1","1",5,"N",0,0,"A",6,1,5,2,0,0,4,0,32.7,46,146,0,0,12.8,14.4,99.99,"H",6.07,"H",5.4,5.5,"7","8","7","N","N","F",42.1,"F",32.4,"7","4","6",5,"N",8,NA,NA,NA,822,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"L",1,NA,1,0,NA,"1","1","0","1",7,1,NA,"Y","N",9050,2042,NA,"N",19,"G",7,2102.4,"ST",724,41.221031,-95.831678,-95.8316779997758,41.2210310002589
183618,19,"000000000700195",1,3,1,"00092",2,"04",155,1642,"I 29",NA,"IA 92 EB","AT JCT OF I-29",99.99,8.222,1,"S001930092",NA,41.22,-95.8325,0,3,1,1,14,2016,2,8,9050,2022,"A",11.6,2,8,0,"1","1","1","1",5,"N",0,0,"A",6,1,5,2,0,0,4,0,32.7,46,146,0,0,11.3,16,99.99,"H",5.28,"H",9.1,2.5,"7","8","8","N","N","F",42.1,"F",32.4,"8","6","6",5,"N",8,NA,NA,NA,822,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"R",1,NA,0,0,0,"1","1","0","1",7,1,NA,"Y","N",9050,2042,NA,"N",19,"G",7,2336,"ST",724,41.220014,-95.832736,-95.8327359995848,41.2200139999656
183621,19,"000000000700210",1,2,7,"00275",3,"04",155,1642,"MSE WALL",NA,"I 29 SB ON RAMP","0.4 MI. S OF JCT. US 275",99.99,8.362,0,"",NA,41.2180555555556,-95.8308333333333,2,3,1,1,14,2017,1,0,2080,2022,"A",7.9,0,43,0,"1","1","1","1",5,"N",0,0,"A",1,0,3,2,0,0,1,0,7.9,37.9,39.2,0,0,7.9,8.9,99.99,"N",0,"N",0,0,"8","8","8","N","N","8",61.6,"8",35.3,"8","8","N",5,"N",8,NA,NA,NA,1023,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,0,"1","1","0","1",16,0,NA,"Y","N",2080,2043,NA,"N",19,"G",8,348.88,"ST",724,41.218069,-95.831019,-95.8310190001749,41.2180690002964
183650,19,"000000000700385",1,1,1,"00080",4,"04",155,1642,"I29 RR LANGDON BLVD",NA,"I 80 WB US 6 WB","4.4 MI. E OF NE LINE",6.63,485.599,0,"",NA,41.2327777777778,-95.8302777777778,6,3,1,1,11,2017,3,4,19100,2022,"A",18.3,0,99,1,"1","1","1","1",5,"N",0,0,"A",1,4,4,2,0,0,16,0,18.3,84.7,1023.5,0,0,18.3,19.3,6.63,"H",4.72,"H",10.6,10.2,"7","8","8","8","N","8",48.6,"8",37.6,"8","7","4",5,"N",8,NA,NA,NA,1023,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",1,"L",1,NA,1,0,0,"1","1","0","1",23,1,NA,"Y","N",19100,2042,NA,"N",19,"G",7,19753.55,"ST",724,41.232864,-95.830286,-95.8302860000559,41.2328640000478
183651,19,"000000000700390",1,1,7,"00080",0,"04",155,1642,"RR & DRAINAGE DITCH",NA,"I80US6 WB TO I29NB","4.0 MI. E OF NE LINE",5.59,0.229,0,"",NA,41.2319444444444,-95.8375,6,3,1,1,11,2017,2,0,1450,2022,"A",12.8,0,30,1,"1","1","1","1",5,"0",0,0,"A",1,7,4,2,0,0,6,0,12.8,81.9,363.6,0,0,12.8,13.8,5.59,"R",7.6,"R",5.6,5.7,"7","8","8","8","N","8",42.8,"8",33,"8","9","7",5,"9",8,NA,NA,NA,1023,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,NA,"1","1","0","1",27,0,NA,"Y","8",1450,2043,NA,"N",19,"G",7,5017.68,"ST",724,41.232175,-95.837628,-95.8376280000433,41.2321749998538
183652,19,"000000000700395",1,1,7,"00080",0,"04",155,1642,"I80 US 6 I29 & RR",NA,"I 80 WB FLYOVER","4.0 MI. E. OF NEB. LINE",99.99,0.174,0,"",NA,41.2319444444444,-95.8333333333333,6,3,1,1,11,2017,1,19,2630,2022,"A",9.8,0,99,0,"1","1","1","1",5,"0",0,0,"A",1,8,4,2,0,0,19,0,18.6,78.6,1121.1,0,0,9.8,10.7,99.99,"H",5.51,"H",11,9.3,"7","8","8","9","N","8",43.7,"8",33.7,"8","9","9",5,"9",8,NA,NA,NA,1023,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,0,"1","1","0","1",18,0,NA,"Y","8",2630,2043,NA,"N",19,"G",7,11995.77,"ST",724,41.232139,-95.833353,-95.8333530002512,41.2321389998872
183653,19,"000000000700400",1,1,1,"00080",2,"04",155,1642,"I29 RR HARRYLANGDON BLVD",NA,"I 80 US 6 EB","4.4 MI. E OF NE LINE",7.24,5.758,1,"S001910080",NA,41.2319444444444,-95.8422222222222,0,3,1,1,11,2019,3,7,17050,2022,"A",18.3,0,22,1,"1","1","1","1",5,"N",0,0,"A",1,4,4,2,0,0,17,0,6.1,83.8,1017.1,0,0,18.3,19.3,7.24,"H",5.72,"H",16.9,12.1,"7","8","8","8","N","8",43.1,"8",33.4,"8","7","9",5,"N",8,NA,NA,NA,322,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",1,"R",1,NA,1,0,0,"1","1","0","1",23,1,NA,"Y","N",17050,2042,NA,"N",19,"G",7,19630.03,"ST",724,41.232031,-95.842297,-95.8422970000207,41.2320309998685
183654,19,"000000000700405",1,1,7,"00080",0,"04",155,1642,"CBEC RR",NA,"I 29 NB TO I 80 EB","I-29 TO I-80 EB RAMP D",99.99,0.381,0,"",NA,41.2297222222222,-95.8372222222222,2,3,1,1,11,2019,1,0,2720,2022,"A",9.1,0,0,0,"1","1","1","1",5,"N",0,0,"A",1,2,4,2,0,0,3,0,9.1,64,164.9,0,0,9.1,10.1,99.99,"R",10.11,"R",16.3,0,"8","8","8","N","N","8",47.3,"8",36.6,"8","9","9",5,"N",8,NA,NA,NA,622,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,0,"1","1","0","1",24,0,NA,"Y","N",2720,2042,NA,"N",19,"G",8,1665.49,"ST",724,41.229942,-95.837353,-95.8373529996837,41.2299419996857
183655,19,"000000000700410",1,1,7,"00080",0,"04",155,1642,"I 29 & CBEC RR",NA,"I 29 SB TO I 80 EB","I-29/I-80 RAMP F",5.51,1.254,0,"",NA,41.2302777777778,-95.8419444444444,2,3,1,1,11,2019,3,7,3380,2022,"A",14.6,0,0,1,"1","1","1","1",5,"N",0,0,"A",1,4,4,2,0,0,13,0,13.6,71.6,806.4,0,0,14.6,15.6,5.51,"H",5.21,"H",10.8,13.3,"8","8","8","N","N","8",45.4,"8",35,"8","7","9",5,"N",8,NA,NA,NA,922,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,NA,"1","1","0","1",23,0,NA,"Y","N",3380,2042,NA,"N",19,"G",8,12579.84,"ST",724,41.230425,-95.841947,-95.8419470002164,41.2304250000808
183667,19,"000000000700485",1,1,7,"00080",0,"04",155,1642,"I 29 NB",NA,"I29 NB TO I80 WB","E-W CONNECTOR",6.45,0.465,0,"",NA,41.2333333333333,-95.8947222222222,2,3,1,1,11,2019,2,5,7900,2022,"A",12.8,0,0,0,"1","1","1","1",5,"N",0,0,"A",1,1,4,2,0,0,5,0,12.8,72.5,280.6,0,0,12.8,13.8,6.45,"H",5.31,"H",12.5,10.8,"8","8","8","N","N","8",46.7,"8",36,"8","9","9",5,"N",8,NA,NA,NA,923,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,0,"1","1","0","1",27,0,NA,"Y","N",7900,2043,NA,"N",19,"G",8,3872.28,"ST",724,41.233589,-95.894842,-95.8948419996279,41.2335890002748
183699,19,"000000000700660",1,1,1,"00029",1,"04",155,1642,"SOUTH EXPRESSWAY",NA,"I 29 NB","AT JCT. 192",99.99,79.471,1,"S001910029",NA,41.2325,-95.8508333333333,2,3,1,1,11,2017,5,5,10100,2022,"A",25.6,0,2,1,"1","1","1","1",5,"N",0,0,"A",1,1,5,2,0,0,3,0,21,47.9,89,0,0,24.8,25.8,99.99,"H",5.08,"H",4.9,8.9,"7","8","8","N","N","F",42.1,"F",32.4,"8","7","6",5,"N",8,NA,NA,NA,1023,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",1,"R",1,NA,1,0,0,"1","1","0","1",18,1,NA,"Y","N",10100,2043,NA,"N",19,"G",7,2296.2,"ST",724,41.232725,-95.850881,-95.8508809999402,41.2327250001061
183700,19,"000000000700665",1,1,1,"00080",2,"04",155,1642,"SOUTH EXPRESSWAY",NA,"I 80 US 6 EB","I-80 EB over IA 92",99.99,4.966,1,"S001910080",NA,41.2319444444444,-95.8516666666667,2,3,1,1,11,2019,3,4,19400,2022,"A",18.3,0,1,0,"1","1","1","1",5,"N",0,0,"A",1,1,5,2,0,0,3,0,17.5,47.9,89,0,0,18.3,19.3,99.99,"H",5.31,"H",8.4,4.8,"7","8","8","N","N","F",42.1,"F",32.4,"8","7","7",5,"N",8,NA,NA,NA,1023,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",1,"R",1,NA,1,0,NA,"1","1","0","1",25,1,NA,"Y","N",19400,2043,NA,"N",19,"G",7,1717.7,"ST",724,41.232214,-95.851731,-95.851731000235,41.2322140000204
183701,19,"000000000700670",1,1,7,"00080",0,"04",155,1642,"SOUTH EXPRESSWAY",NA,"I 29 SB ON RAMP","AT JCT. IA 192",99.99,0.401,0,"",NA,41.2316666666667,-95.8516666666667,2,3,1,1,11,2020,1,5,4570,2022,"A",8.5,0,1,0,"1","1","1","1",5,"N",0,0,"A",6,1,5,2,0,0,3,0,0,47.9,89,0,0,8.5,9.5,99.99,"H",5.11,"H",8.4,4.8,"8","8","8","N","N","F",42.1,"F",32.4,"8","9","7",5,"N",8,NA,NA,NA,1122,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"N",1,NA,1,0,NA,"1","1","0","1",13,0,NA,"Y","N",4570,2042,NA,"N",19,"G",8,845.5,"ST",724,41.231828,-95.851767,-95.8517670002201,41.2318280001011
183753,19,"000000000700965",1,2,1,"00006",2,"04",155,1642,"40TH ST",NA,"US 6 EB","I-480 & I-29 INTERCHANGE",99.99,0.692,1,"S001920006",NA,41.2611111111111,-95.9130555555556,2,3,1,1,14,2022,3,3,12300,2022,"A",17.2,0,18,1,"1","1","1","1",5,"0",0,0,"A",1,1,4,2,0,0,2,0,11.6,46.6,94.2,0,0,17.2,18.1,99.99,"H",6.81,"H",3.7,9.7,"8","8","8","N","N","8",55.7,"8",43.1,"8","9","8",5,"N",8,NA,NA,NA,823,24,"N","N","N",NA,NA,NA,NA,NA,NA,NA,"",NA,"",0,"L",1,NA,1,0,NA,"1","1","0","1",10,1,NA,"Y","N",12300,2042,NA,"N",19,"G",8,1705.02,"ST",724,41.261283,-95.91315,-95.9131500001898,41.2612829997722
